구인업체명,모집기간,인원,성별,연령,급여 타입,급여,근무요일,근무시간형태,근무시간,업종,고용형태,데이터기준일자
공사중,2020-04-27 - 2020-04-28,1,여,연령 무관,시급,10000,주3일,기타,17:00~00:00,주방보조 및 홀서빙,무관,2020-08-13
소문난김밥,2020-04-27 - 2020-04-27,1,여,연령 무관,일급,100000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
양덕조림,2020-04-27 - 2020-04-27,1,여,연령 무관,일급,45000,주1일,기타,05:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
만세회센터,2020-04-27 - 2020-04-29,1,여,45 - 55,시급,9000,주3일,기타,13:00~18:00,주방보조 및 홀서빙,자투리시간,2020-08-13
할매국수,2020-04-27 - 2020-04-27,1,여,40 - 55,시급,8590,주1일,기타,16:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
은아횟집,2020-04-27 - 2020-05-20,1,여,연령 무관,월급,2600000,주6일,풀타임,17:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
만세회센터,2020-04-27 - 2020-04-29,1,여,45 - 55,시급,9000,주3일,기타,13:00~18:00,주방보조 및 홀서빙,자투리시간,2020-08-13
나루칼국수 주방보조 및 서빙 12시에서 16시까지,2020-04-24 - 2020-05-18,1,여,30 - 55,시급,8590,월~금,기타,12:00~16:00,주방보조 및 홀서빙,무관,2020-08-13
기찻길옆막창,2020-04-24 - 2020-04-24,1,여,연령 무관,시급,9000,주1일,기타,16:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
나루칼국수 주방보조 및 서빙 12시에서 16시까지,2020-04-24 - 2020-06-13,1,여,30 - 55,시급,8590,월~금,기타,12:00~16:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-04-23 - 2020-04-23,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
죽천회타운,2020-04-23 - 2020-04-24,1,여,연령 무관,일급,100000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
효자명당,2020-04-22 - 2020-04-22,1,여,연령 무관,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
주식회사  창,2020-04-22 - 2020-04-30,1,성별무관,연령 무관,시급,8590,월~금,기타,10:00~17:30,단순노무 및 생산직,자투리시간,2020-08-13
옥류관(산골칡),2020-04-22 - 2020-05-01,1,여,연령 무관,시급,8590,주5일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
죽천회타운,2020-04-21 - 2020-04-21,1,여,연령 무관,일급,100000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
황제명태,2020-04-21 - 2020-04-21,1,여,30 - 60,시급,10000,주1일,기타,11:30~13:30,주방보조 및 홀서빙,무관,2020-08-13
황제명태,2020-04-20 - 2020-04-20,1,여,30 - 60,시급,10000,주1일,기타,11:30~13:30,주방보조 및 홀서빙,무관,2020-08-13
해동회수산,2020-04-20 - 2020-04-20,1,여,45 - 60,시급,8590,주1일,기타,17:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
황장군,2020-04-20 - 2020-04-21,1,여,0 - 50,시급,8600,주2일,기타,16:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
운수대통,2020-04-20 - 2020-04-20,1,여,연령 무관,일급,90000,주1일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
이상원,2020-04-17 - 2020-04-30,1,여,연령 무관,시급,10000,월~금,협의가능,,가사 및 육아,자투리시간,2020-08-13
샤브향,2020-04-17 - 2020-04-17,1,여,연령 무관,일급,100000,주1일,기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
언양닭칼국수,2020-04-17 - 2020-05-09,1,여,50 - 60,월급,2300000,월~토,기타,10:00~20:30,주방보조 및 홀서빙,무관,2020-08-13
시골태화강,2020-04-17 - 2020-04-18,1,여,연령 무관,일급,100000,주5일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈수육백반,2020-04-16 - 2020-04-16,1,여,연령 무관,시급,8590,주1일,기타,09:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
죽천회타운,2020-04-16 - 2020-04-16,1,여,연령 무관,일급,100000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
메가커피 포항이동점,2020-04-16 - 2020-04-30,3,성별무관,연령 무관,시급,8590,월~금,오전 타임,10:00~15:00,서비스 및 판매직,자투리시간,2020-08-13
59소구이,2020-04-14 - 2020-04-14,1,여,연령 무관,일급,40000,주1일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
효자 삼이족발보쌈,2020-04-13 - 2020-04-13,1,여,연령 무관,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
웰빙우렁이 쌈밥,2020-04-10 - 2020-04-30,1,여,35 - 60,시급,9000,주6일,기타,09:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
솔향기오리촌,2020-04-10 - 2020-04-17,1,여,연령 무관,일급,110000,주5일,기타,09:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
산골칡냉면,2020-04-09 - 2020-04-20,1,여,연령 무관,월급,1800000,주5일,기타,10:00~20:30,주방보조 및 홀서빙,자투리시간,2020-08-13
명천회식당,2020-04-09 - 2020-04-09,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
김해본가 뒷고기,2020-04-07 - 2020-04-07,1,성별무관,연령 무관,시급,8590,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
제이앤페리,2020-04-06 - 2020-04-20,2,성별무관,25 - 36,시급,9000,주3일,오전 타임,10:00~15:00,단순노무 및 생산직,자투리시간,2020-08-13
미세스고등어연일점,2020-04-05 - 2020-05-05,1,여,연령 무관,시급,9000,주6일,기타,,주방보조 및 홀서빙,자투리시간,2020-08-13
양덕조림,2020-04-04 - 2020-04-04,1,여,연령 무관,일급,85000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
약선한방족발,2020-04-03 - 2020-04-03,1,여,35 - 60,시급,10000,주1일,기타,17:30~20:30,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-04-03 - 2020-04-03,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
약선한방족발,2020-04-02 - 2020-04-02,1,여,35 - 60,시급,10000,주1일,기타,17:30~20:30,주방보조 및 홀서빙,무관,2020-08-13
착한장어(효자),2020-04-02 - 2020-04-02,1,여,연령 무관,일급,90000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
별난매운탕,2020-04-01 - 2020-04-01,1,여,연령 무관,일급,120000,주1일,기타,10:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
약선한방족발,2020-04-01 - 2020-04-19,1,여,35 - 60,시급,9000,무관,기타,17:30~23:30,주방보조 및 홀서빙,무관,2020-08-13
GS슈퍼내 반찬가게,2020-04-01 - 2020-04-01,1,여,연령 무관,시급,9000,주6일,기타,09:30~13:30,서비스 및 판매직,무관,2020-08-13
착한고기,2020-04-01 - 2020-04-01,1,여,30 - 59,시급,10000,주2일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
청진동해장국,2020-04-01 - 2020-04-02,1,여,45 - 55,시급,9000,주1일,기타,23:00~07:00,주방보조 및 홀서빙,자투리시간,2020-08-13
가정집,2020-04-01 - 2020-04-01,1,여,50 - 55,월급,1000000,주5일,기타,14:00~18:00,가사 및 육아,무관,2020-08-13
시골태화강,2020-03-31 - 2020-04-10,1,여,연령 무관,일급,100000,주5일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
명천회식당,2020-03-31 - 2020-03-31,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
착한고기,2020-03-30 - 2020-03-30,1,여,30 - 59,시급,10000,주2일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-03-30 - 2020-03-30,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
시골태화강,2020-03-26 - 2020-04-10,1,여,연령 무관,일급,100000,주5일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
깡통갈비,2020-03-26 - 2020-03-27,1,여,연령 무관,일급,55000,주3일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
토담전복순두부,2020-03-25 - 2020-03-25,1,여,연령 무관,일급,40000,주1일,기타,10:00~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
국수나무우현점,2020-03-25 - 2020-04-10,1,여,30 - 45,월급,900000,월~토,기타,11:30~15:00,주방보조 및 홀서빙,무관,2020-08-13
대련 더(The) 칼국수,2020-03-24 - 2020-04-10,1,여,연령 무관,월급,협의가능,주6일,기타,09:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
시골태화강,2020-03-23 - 2020-03-27,1,여,연령 무관,일급,100000,주5일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
구룡포횟집,2020-03-23 - 2020-03-31,1,여,30 - 60,일급,80000,월~토,기타,10:00~19:00,주방보조 및 홀서빙,자투리시간,2020-08-13
빅쭌부대찌개,2020-03-20 - 2020-03-27,1,여,연령 무관,월급,2400000,주6일,기타,09:00~20:30,주방보조 및 홀서빙,무관,2020-08-13
깡통갈비,2020-03-19 - 2020-03-19,1,여,연령 무관,일급,55000,주3일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
시골태화강,2020-03-19 - 2020-03-19,1,여,연령 무관,일급,100000,주1일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
강변횟집,2020-03-19 - 2020-03-19,1,여,45 - 55,일급,90000,협의가능,협의가능,,주방보조 및 홀서빙,자투리시간,2020-08-13
명천회식당,2020-03-18 - 2020-03-19,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
초곡삼구트리니엔,2020-03-18 - 2020-03-31,1,남,50 - 65,월급,1570000,주6일,기타,09:00~16:00,경비 및 청소,일반직,2020-08-13
(주)금성출판사 동포항지점,2020-03-17 - 2020-03-31,1,여,28 - 43,시급,협의가능,월~금,오전 타임,10:00~15:00,단순노무 및 생산직,자투리시간,2020-08-13
착한장어(효자),2020-03-16 - 2020-03-16,1,여,연령 무관,일급,90000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-03-13 - 2020-03-14,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈수육백반,2020-03-13 - 2020-03-14,1,여,연령 무관,시급,8590,주1일,기타,09:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
사)포항북지역경제활성화협동조합,2020-03-12 - 2020-03-31,10,성별무관,연령 무관,건별,협의가능,무관,협의가능,,서비스 및 판매직,자투리시간,2020-08-13
이상원,2020-03-11 - 2020-03-31,1,여,연령 무관,시급,10000,월~금,오전 타임,10:00~15:00,가사 및 육아,무관,2020-08-13
제이앤페리,2020-03-11 - 2020-03-31,2,여,25 - 35,시급,9000,주3일,오전 타임,10:00~15:00,단순노무 및 생산직,자투리시간,2020-08-13
별난매운탕,2020-03-10 - 2020-03-11,1,여,연령 무관,시급,8590,주2일,기타,10:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대한협화,2020-03-09 - 2020-03-31,1,성별무관,연령 무관,일급,90000,주1일,기타,09:00~19:00,주방보조 및 홀서빙,무관,2020-08-13
갈릴리대게횟집,2020-03-06 - 2020-03-06,2,여,연령 무관,일급,협의가능,"주말(토, 일)",풀타임,12:00~19:00,주방보조 및 홀서빙,자투리시간,2020-08-13
별난매운탕,2020-03-05 - 2020-03-06,1,여,연령 무관,일급,90000,주2일,기타,09:30~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
이동림한방보쌈,2020-03-05 - 2020-03-05,1,여,연령 무관,시급,8590,주6일,기타,16:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
이동림한방보쌈,2020-03-05 - 2020-03-05,1,여,연령 무관,시급,8590,주6일,기타,16:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
이동림한방보쌈,2020-03-05 - 2020-03-05,1,여,연령 무관,시급,8590,주6일,기타,18:00~21:30,주방보조 및 홀서빙,무관,2020-08-13
이동림한방보쌈,2020-03-04 - 2020-03-22,1,여,연령 무관,시급,8590,주5일,기타,11:30~13:30,주방보조 및 홀서빙,무관,2020-08-13
최옥희 (개인),2020-03-04 - 2020-03-04,1,여,연령 무관,시급,10000,주1일,기타,15:00~18:00,가사 및 육아,무관,2020-08-13
최옥희 (개인),2020-03-03 - 2020-03-03,1,여,연령 무관,시급,9000,주1일,기타,18:00~21:00,가사 및 육아,무관,2020-08-13
와촌식육식당,2020-03-03 - 2020-03-03,1,여,연령 무관,일급,90000,"주말(토, 일)",기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
갈릴리대게횟집,2020-03-01 - 2020-03-01,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고향숯불갈비,2020-03-01 - 2020-03-02,1,여,40 - 55,시급,9000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
GS슈퍼내 반찬가게,2020-03-01 - 2020-03-01,1,여,연령 무관,시급,9000,주6일,기타,09:30~13:30,서비스 및 판매직,무관,2020-08-13
갈릴리대게횟집,2020-03-01 - 2020-03-01,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
가정집,2020-02-29 - 2020-02-29,1,여,50 - 55,월급,1000000,주5일,기타,14:00~18:00,가사 및 육아,무관,2020-08-13
(주)창,2020-02-28 - 2020-03-06,1,성별무관,연령 무관,시급,8590,주5일,기타,13:00~17:30,단순노무 및 생산직,자투리시간,2020-08-13
소동주유소,2020-02-26 - 2020-03-07,1,성별무관,연령 무관,시급,8590,주6일,기타,15:00~00:00,단순노무 및 생산직,자투리시간,2020-08-13
(주)신경북개발,2020-02-26 - 2020-03-10,1,여,연령 무관,시급,10000,월~금,오전 타임,10:00~15:00,사무직,자투리시간,2020-08-13
주식회사 창,2020-02-26 - 2020-02-29,1,성별무관,연령 무관,시급,8590,월~금,기타,13:00~15:30,단순노무 및 생산직,자투리시간,2020-08-13
장수생오리 장성동,2020-02-26 - 2020-02-26,1,여,연령 무관,시급,9000,주1일,기타,17:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
(주)바이오앱,2020-02-24 - 2020-02-25,5,성별무관,25 - 40,시급,10000,주1일,기타,09:00~18:00,경비 및 청소,자투리시간,2020-08-13
(주)바이오앱,2020-02-20 - 2020-02-23,3,성별무관,20 - 55,시급,10000,주2일,기타,09:00~18:00,경비 및 청소,무관,2020-08-13
빅쭌부대찌개,2020-02-20 - 2020-02-20,1,여,연령 무관,시급,8590,주1일,기타,11:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
예진뒷고기,2020-02-20 - 2020-02-20,1,여,연령 무관,일급,90000,주1일,기타,14:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
흥해복자갈비,2020-02-20 - 2020-02-20,1,여,연령 무관,일급,10000,주3일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
예진뒷고기,2020-02-20 - 2020-02-29,1,여,30 - 55,시급,9000,주6일,기타,14:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
지호한방삼계탕 철강점,2020-02-19 - 2020-03-20,1,성별무관,연령 무관,시급,8590,주6일,기타,18:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
개인가정집(최현정),2020-02-19 - 2020-02-21,1,여,40 - 60,일급,60000,주1일,기타,10:00~16:00,가사 및 육아,자투리시간,2020-08-13
에스엠기획,2020-02-19 - 2020-02-29,1,여,연령 무관,시급,8590,주3일,무관,,단순노무 및 생산직,자투리시간,2020-08-13
예진뒷고기,2020-02-19 - 2020-02-19,1,여,연령 무관,시급,10000,주1일,저녁 타임,12:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
이박사냄비갈비,2020-02-19 - 2020-02-22,1,여,45 - 55,시급,10000,주1일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
갈릴리대게횟집,2020-02-19 - 2020-02-21,2,여,연령 무관,일급,90000,주1일,풀타임,12:00~19:00,주방보조 및 홀서빙,자투리시간,2020-08-13
자주바위횟집,2020-02-19 - 2020-02-21,1,성별무관,연령 무관,일급,50000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
놀부보쌈,2020-02-19 - 2020-02-19,1,여,45 - 60,일급,85000,주1일,기타,12:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
양학돈 고기쟁이,2020-02-19 - 2020-02-21,1,여,20 - 60,시급,10000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
금수레 유황오리,2020-02-19 - 2020-02-19,1,여,연령 무관,시급,9000,주1일,기타,10:30~20:00,주방보조 및 홀서빙,무관,2020-08-13
장가네한우숯불갈비,2020-02-18 - 2020-02-18,1,여,연령 무관,시급,10000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
영포회센터,2020-02-18 - 2020-03-16,1,여,연령 무관,일급,90000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
기찻길옆막창,2020-02-18 - 2020-02-21,1,여,연령 무관,시급,9000,주3일,기타,16:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
나루칼국수 주방보조 및 서빙 12시에서 16시까지,2020-02-18 - 2020-05-31,1,여,30 - 55,시급,8590,월~금,기타,12:00~16:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-02-18 - 2020-02-18,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
한우랑,2020-02-18 - 2020-02-20,1,성별무관,연령 무관,시급,8600,주5일,기타,10:30~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
양덕 포메인,2020-02-18 - 2020-02-18,1,여,연령 무관,시급,8590,주1일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
죽도수제비집,2020-02-18 - 2020-02-21,1,여,연령 무관,일급,8590,주1일,기타,09:00~17:00,주방보조 및 홀서빙,자투리시간,2020-08-13
효자 삼이족발보쌈,2020-02-18 - 2020-02-26,1,여,연령 무관,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
기찻길옆막창,2020-02-17 - 2020-02-17,1,여,연령 무관,시급,9000,주1일,기타,16:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
그 집쭈꾸미,2020-02-17 - 2020-02-17,1,여,연령 무관,일급,90000,주1일,기타,09:30~21:00,주방보조 및 홀서빙,무관,2020-08-13
운수대통,2020-02-17 - 2020-02-21,1,여,연령 무관,일급,90000,주1일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
해와 달,2020-02-17 - 2020-02-28,1,여,연령 무관,시급,8590,주1일,기타,17:00~23:00,주방보조 및 홀서빙,무관,2020-08-13
장수생오리 장성동,2020-02-17 - 2020-02-17,1,여,연령 무관,시급,9000,주1일,기타,17:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
다님길,2020-02-17 - 2020-02-17,1,성별무관,연령 무관,시급,10000,월~금,기타,10:30~13:30,주방보조 및 홀서빙,무관,2020-08-13
용강국밥 양덕점,2020-02-17 - 2020-02-17,1,여,연령 무관,일급,100000,주3일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
영포회센터,2020-02-17 - 2020-02-17,1,여,연령 무관,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
한양곱창전골,2020-02-17 - 2020-02-17,1,여,50 - 60,시급,9000,주2일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
죽도동 수가성,2020-02-16 - 2020-02-16,1,여,연령 무관,일급,100000,주1일,기타,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
예진뒷고기,2020-02-14 - 2020-02-14,1,여,연령 무관,일급,90000,주1일,기타,12:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
빅쭌부대찌개,2020-02-14 - 2020-02-14,1,여,연령 무관,일급,80000,주1일,기타,10:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
흥해복자갈비,2020-02-14 - 2020-02-14,1,여,연령 무관,일급,10000,주3일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
유가네명품돼지갈비,2020-02-14 - 2020-02-29,1,여,연령 무관,시급,9000,주1일,기타,10:30~13:30,주방보조 및 홀서빙,자투리시간,2020-08-13
착한장어(효자),2020-02-14 - 2020-02-15,1,여,연령 무관,일급,90000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
돈통마늘보쌈,2020-02-14 - 2020-02-14,1,여,30 - 60,시급,9000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
금조갈비,2020-02-14 - 2020-02-14,1,여,45 - 55,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
양덕 스푼앤포크,2020-02-14 - 2020-02-28,1,여,25 - 45,시급,8600,주1일,기타,11:30~14:30,주방보조 및 홀서빙,무관,2020-08-13
기찻길옆막창,2020-02-14 - 2020-02-14,1,여,연령 무관,일급,45000,주1일,기타,16:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
양학돈 고기쟁이,2020-02-13 - 2020-02-13,1,여,20 - 50,시급,10000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
가정집,2020-02-13 - 2020-02-27,1,여,연령 무관,시급,10000,월~금,기타,09:00~12:00,가사 및 육아,자투리시간,2020-08-13
예진뒷고기,2020-02-13 - 2020-02-19,1,여,연령 무관,시급,10000,주6일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
커피스토리,2020-02-13 - 2020-02-19,1,여,30 - 60,시급,9000,주1일,오전 타임,10:00~15:00,서비스 및 판매직,자투리시간,2020-08-13
청석골,2020-02-13 - 2020-02-13,1,여,연령 무관,시급,8590,주1일,기타,17:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
기찻길옆막창,2020-02-13 - 2020-02-13,1,여,연령 무관,일급,45000,주1일,기타,16:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
소문난김밥,2020-02-13 - 2020-02-13,1,여,연령 무관,일급,100000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
갈릴리대게횟집,2020-02-12 - 2020-02-15,1,여,연령 무관,일급,95000,주1일,풀타임,12:00~19:00,주방보조 및 홀서빙,자투리시간,2020-08-13
포항축산육가공(주),2020-02-12 - 2020-02-29,1,성별무관,25 - 55,협의가능,협의가능,월~금,무관,,사무직,무관,2020-08-13
불미골오리,2020-02-12 - 2020-02-12,1,여,연령 무관,일급,100000,"주말(토, 일)",기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
미가미생오리,2020-02-12 - 2020-02-12,1,여,연령 무관,시급,10000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
예진뒷고기,2020-02-12 - 2020-02-13,1,여,연령 무관,일급,95000,주2일,기타,14:00~00:00,주방보조 및 홀서빙,자투리시간,2020-08-13
명가떡집,2020-02-12 - 2020-02-29,1,여,40 - 50,시급,8590,주1일,기타,08:00~16:00,서비스 및 판매직,무관,2020-08-13
의성회타운,2020-02-12 - 2020-02-13,1,여,연령 무관,일급,60000,주1일,기타,16:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
다님길,2020-02-12 - 2020-02-28,1,여,연령 무관,시급,10000,주1일,기타,10:30~13:30,주방보조 및 홀서빙,자투리시간,2020-08-13
착한짐승,2020-02-11 - 2020-02-11,1,성별무관,30 - 50,시급,10000,주1일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
빅쭌부대찌개,2020-02-11 - 2020-02-11,1,여,연령 무관,일급,40000,주1일,기타,16:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
명천회식당,2020-02-11 - 2020-02-11,1,여,연령 무관,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
빅쭌부대찌개,2020-02-11 - 2020-02-11,1,여,연령 무관,일급,80000,주1일,기타,10:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
가정집(오금순),2020-02-11 - 2020-02-29,1,여,연령 무관,시급,10000,주1일,기타,10:00~13:00,가사 및 육아,자투리시간,2020-08-13
예진뒷고기,2020-02-11 - 2020-02-11,1,여,연령 무관,일급,95000,주2일,기타,14:00~00:00,주방보조 및 홀서빙,자투리시간,2020-08-13
빅쭌부대찌개,2020-02-11 - 2020-02-11,1,여,연령 무관,일급,80000,주1일,기타,10:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
빅쭌부대찌개,2020-02-10 - 2020-02-10,1,여,연령 무관,일급,40000,주1일,기타,16:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
동네숯불갈비,2020-02-10 - 2020-02-10,1,여,연령 무관,일급,50000,주1일,기타,16:30~22:00,주방보조 및 홀서빙,무관,2020-08-13
지호한방삼계탕,2020-02-10 - 2020-02-29,1,여,연령 무관,시급,8590,협의가능,협의가능,,주방보조 및 홀서빙,무관,2020-08-13
고향숯불갈비,2020-02-09 - 2020-02-09,1,여,40 - 55,시급,9000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
시골태화강,2020-02-07 - 2020-02-07,1,여,연령 무관,일급,100000,주1일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
양덕조림,2020-02-07 - 2020-02-07,1,여,연령 무관,일급,85000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
김밥킹 유강점,2020-02-07 - 2020-02-23,1,여,25 - 40,월급,1980000,주6일,기타,10:00~19:00,주방보조 및 홀서빙,무관,2020-08-13
김밥킹 유강점,2020-02-07 - 2020-02-23,2,여,25 - 40,시급,8590,주6일,기타,11:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
돈통마늘보쌈,2020-02-07 - 2020-02-07,1,여,30 - 60,시급,9000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
유가네명품돼지갈비,2020-02-07 - 2020-02-07,1,여,연령 무관,시급,9000,주1일,기타,16:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
고향숯불갈비,2020-02-06 - 2020-02-06,1,여,40 - 55,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
장가네한우숯불갈비,2020-02-06 - 2020-02-06,1,여,55 - 60,일급,100000,주3일,기타,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
59소구이,2020-02-06 - 2020-02-07,1,여,연령 무관,일급,40000,주1일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
