구인업체명,모집기간,인원,성별,연령,급여 타입,급여,근무요일,근무시간형태,근무시간,업종,고용형태,데이터기준일자
주왕산삼계탕 죽도점,2020-07-21 - 2020-07-21,1,여,35 - 55,시급,10000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
김해본가뒷고기,2020-07-21 - 2020-07-21,1,여,50 - 60,시급,10000,주1일,기타,18:00~23:00,주방보조 및 홀서빙,무관,2020-08-13
금수레 유황오리,2020-07-21 - 2020-07-21,1,여,연령 무관,시급,8590,주6일,기타,09:30~21:00,주방보조 및 홀서빙,무관,2020-08-13
시골태화강,2020-07-21 - 2020-07-23,1,여,연령 무관,일급,100000,주1일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
시골태화강,2020-07-21 - 2020-07-24,2,여,연령 무관,일급,100000,주1일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
부추랑삼겹살,2020-07-21 - 2020-08-20,1,성별무관,연령 무관,시급,8590,월~금,기타,18:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
곳간:애,2020-07-21 - 2020-07-26,1,여,연령 무관,시급,8590,월~금,기타,15:30~18:30,주방보조 및 홀서빙,자투리시간,2020-08-13
미남장어,2020-07-21 - 2020-07-21,1,여,연령 무관,일급,50000,주1일,기타,17:00~22:30,주방보조 및 홀서빙,무관,2020-08-13
고향의 맛,2020-07-21 - 2020-07-23,1,여,연령 무관,일급,50000,주1일,기타,16:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
운수대통,2020-07-21 - 2020-07-21,1,여,45 - 55,일급,100000,주2일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
풍천장어,2020-07-21 - 2020-07-21,1,여,연령 무관,시급,10000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
큰손바다장어탕,2020-07-21 - 2020-07-23,1,여,연령 무관,시급,9000,주4일,기타,17:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
백년갈비,2020-07-21 - 2020-07-24,1,여,연령 무관,일급,50000,주2일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
신수정회식당,2020-07-21 - 2020-07-23,1,성별무관,연령 무관,일급,100000,주2일,기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
옛날그집(옻삼계탕),2020-07-21 - 2020-07-24,4,여,연령 무관,시급,10000,"주말(토, 일)",기타,10:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
큰손바다장어탕,2020-07-21 - 2020-07-30,1,여,연령 무관,시급,9000,주4일,기타,17:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
깨비케어,2020-07-20 - 2020-08-16,0,성별무관,40 - 65,시급,8590,월~금,풀타임,09:00~21:00,경비 및 청소,무관,2020-08-13
해미해물찜,2020-07-20 - 2020-07-20,1,여,30 - 65,시급,10000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
막걸리네전,2020-07-20 - 2020-08-16,1,여,연령 무관,시급,8590,월~토,기타,18:00~00:00,주방보조 및 홀서빙,무관,2020-08-13
토담전복순두부,2020-07-20 - 2020-07-20,1,여,연령 무관,시급,8590,주1일,오전 타임,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
죽천해녀횟집,2020-07-20 - 2020-07-20,1,성별무관,연령 무관,일급,90000,협의가능,협의가능,,주방보조 및 홀서빙,무관,2020-08-13
착한장어(효자),2020-07-20 - 2020-07-20,1,여,연령 무관,시급,10000,주6일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
팔공숯불구이,2020-07-20 - 2020-07-21,1,여,연령 무관,일급,50000,주1일,기타,17:00~22:30,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-07-20 - 2020-07-20,1,여,30 - 60,일급,90000,주2일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
미남장어,2020-07-20 - 2020-07-21,1,여,연령 무관,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
할매실비회식당,2020-07-20 - 2020-07-24,2,여,30 - 62,일급,협의가능,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
금조갈비,2020-07-20 - 2020-07-20,1,여,45 - 60,일급,50000,주6일,기타,16:50~22:00,주방보조 및 홀서빙,무관,2020-08-13
명가전통민물장어,2020-07-20 - 2020-07-20,1,여,연령 무관,일급,95000,주2일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
솔향기오리촌,2020-07-20 - 2020-07-30,1,여,연령 무관,일급,50000,주5일,기타,16:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
솔향기오리촌,2020-07-20 - 2020-07-20,1,여,연령 무관,일급,50000,주5일,기타,09:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
한성창호,2020-07-20 - 2020-08-03,1,남,20 - 60,일급,100000,주1일,기타,08:00~18:00,단순노무 및 생산직,자투리시간,2020-08-13
갈비1번가,2020-07-20 - 2020-07-20,1,여,45 - 60,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
금조갈비,2020-07-20 - 2020-07-21,1,여,45 - 60,일급,100000,주6일,풀타임,16:50~22:00,주방보조 및 홀서빙,무관,2020-08-13
대련숯불갈비,2020-07-20 - 2020-07-24,1,여,40 - 63,일급,90000,주2일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
어탕,2020-07-20 - 2020-07-21,1,여,30 - 60,시급,9000,주1일,기타,10:00~14:00,주방보조 및 홀서빙,무관,2020-08-13
명가전통민물장어,2020-07-20 - 2020-07-21,1,여,연령 무관,일급,95000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고구려화로구이,2020-07-20 - 2020-07-21,1,여,연령 무관,시급,9000,주1일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
개인 마리아,2020-07-20 - 2020-07-20,1,여,50 - 60,시급,10000,주1일,기타,15:00~18:00,경비 및 청소,무관,2020-08-13
약선한방족발,2020-07-20 - 2020-07-20,1,여,35 - 60,시급,10000,주1일,기타,17:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
대련숯불갈비,2020-07-20 - 2020-07-27,1,여,40 - 63,일급,90000,주2일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
개인 마리아,2020-07-20 - 2020-07-20,1,여,50 - 60,시급,10000,주1일,기타,15:00~18:00,경비 및 청소,무관,2020-08-13
옛날그집(옻삼계탕),2020-07-17 - 2020-07-17,1,여,연령 무관,시급,10000,"주말(토, 일)",기타,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
동네숯불갈비,2020-07-17 - 2020-07-17,1,여,연령 무관,일급,50000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
대복삼계탕,2020-07-17 - 2020-07-20,1,여,30 - 60,시급,10000,주1일,기타,11:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
운수대통,2020-07-17 - 2020-07-19,1,여,45 - 55,일급,100000,주2일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
어탕,2020-07-17 - 2020-07-20,1,여,30 - 60,시급,9000,주6일,기타,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
호호짜글이삼겹살,2020-07-17 - 2020-07-17,1,여,연령 무관,일급,40000,주1일,기타,11:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고구려화로구이,2020-07-17 - 2020-07-20,1,여,연령 무관,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
신수정,2020-07-17 - 2020-07-19,1,성별무관,연령 무관,일급,협의가능,주2일,기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
오천 운수대통,2020-07-16 - 2020-07-16,1,여,30 - 60,시급,10000,주2일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
명가전통민물장어,2020-07-16 - 2020-07-17,1,여,연령 무관,일급,95000,주2일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
청석골,2020-07-16 - 2020-07-16,1,여,45 - 55,시급,8590,주1일,기타,09:30~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
사마르호프,2020-07-16 - 2020-07-17,1,여,45 - 55,시급,10000,주6일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다속으로,2020-07-16 - 2020-07-17,1,여,30 - 55,일급,90000,"주말(토, 일)",기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
이박사냄비갈비,2020-07-16 - 2020-07-21,1,여,45 - 55,시급,10000,주3일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
동원해물촌,2020-07-16 - 2020-07-18,1,여,40 - 60,시급,8590,"주말(토, 일)",기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
청석골,2020-07-16 - 2020-07-16,1,여,45 - 55,시급,8590,주1일,기타,09:30~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
청석골,2020-07-16 - 2020-07-16,1,여,45 - 55,시급,8590,주1일,기타,09:30~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
양학돈 고기쟁이,2020-07-15 - 2020-07-15,1,여,20 - 60,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
양학돈 고기쟁이,2020-07-15 - 2020-07-19,1,여,20 - 60,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
대련숯불갈비,2020-07-15 - 2020-07-15,1,여,연령 무관,일급,90000,주2일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
할매실비회식당,2020-07-15 - 2020-07-19,1,여,30 - 62,일급,협의가능,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
아리랑감자탕,2020-07-15 - 2020-07-16,1,여,연령 무관,시급,10000,주1일,저녁 타임,11:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
남부숯불뒷고기,2020-07-15 - 2020-07-24,1,여,45 - 60,시급,9000,주1일,기타,16:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고구려토종한우상대점,2020-07-15 - 2020-07-19,1,여,30 - 59,일급,90000,주4일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
청석골,2020-07-15 - 2020-07-16,1,여,45 - 55,시급,8590,주1일,기타,09:30~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
은아횟집,2020-07-15 - 2020-07-15,1,여,연령 무관,시급,10000,주1일,기타,17:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
화도횟집,2020-07-15 - 2020-07-17,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
해미횟집,2020-07-15 - 2020-07-16,1,여,연령 무관,일급,90000,주2일,기타,10:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
고구려화로구이,2020-07-15 - 2020-07-16,1,여,연령 무관,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
고구려화로구이,2020-07-15 - 2020-07-31,1,여,연령 무관,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
옛날그집(옻삼계탕),2020-07-15 - 2020-07-15,1,여,연령 무관,시급,10000,"주말(토, 일)",기타,10:00~20:00,주방보조 및 홀서빙,무관,2020-08-13
등대횟집,2020-07-15 - 2020-07-15,1,여,연령 무관,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
바다이야기회식당,2020-07-15 - 2020-07-17,1,여,연령 무관,일급,100000,"주말(토, 일)",기타,10:00~21:30,주방보조 및 홀서빙,무관,2020-08-13
해아름,2020-07-15 - 2020-07-17,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,사무직,무관,2020-08-13
죽천회식당,2020-07-15 - 2020-07-17,1,여,45 - 55,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
원조산호숯불아나고,2020-07-15 - 2020-07-17,1,여,30 - 60,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
주왕산삼계탕 죽도점,2020-07-15 - 2020-07-16,1,여,35 - 55,시급,10000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
청석골,2020-07-15 - 2020-07-16,1,여,45 - 55,시급,8590,주1일,기타,09:30~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
전원숯불,2020-07-15 - 2020-07-15,1,여,30 - 63,시급,9000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
수제갈비,2020-07-15 - 2020-07-17,1,여,45 - 55,시급,9000,주1일,기타,16:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
수제갈비,2020-07-15 - 2020-07-19,1,여,45 - 55,시급,9000,주2일,기타,16:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
대복삼계탕,2020-07-15 - 2020-07-16,1,여,30 - 60,시급,10000,주1일,기타,11:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
대련숯불갈비,2020-07-15 - 2020-07-17,1,여,40 - 63,일급,50000,주2일,기타,16:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
약선한방족발,2020-07-15 - 2020-07-17,1,여,35 - 60,시급,10000,주1일,기타,17:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
주왕산삼계탕 죽도점,2020-07-15 - 2020-07-16,1,여,35 - 55,시급,10000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
원조산호숯불아나고,2020-07-15 - 2020-07-17,1,여,30 - 60,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
원조산호숯불아나고,2020-07-15 - 2020-07-17,1,여,30 - 60,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
양학돈 고기쟁이,2020-07-14 - 2020-07-14,1,여,20 - 60,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
풍천장어,2020-07-14 - 2020-07-18,1,여,연령 무관,일급,90000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
더착한아구찜,2020-07-14 - 2020-07-15,1,여,30 - 55,일급,50000,주2일,기타,16:30~22:00,주방보조 및 홀서빙,무관,2020-08-13
대복삼계탕,2020-07-14 - 2020-07-19,1,여,30 - 60,일급,40000,주1일,기타,11:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
대복삼계탕,2020-07-14 - 2020-07-16,1,여,30 - 60,일급,40000,주1일,기타,11:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
대복삼계탕,2020-07-14 - 2020-07-16,1,여,30 - 60,시급,10000,주1일,기타,11:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
(주)금성출판사 죽도지점,2020-07-14 - 2020-08-13,2,여,연령 무관,시급,8590,월~금,협의가능,,서비스 및 판매직,일반직,2020-08-13
전원숯불,2020-07-14 - 2020-07-16,1,여,30 - 63,시급,9000,주1일,기타,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대풍식당,2020-07-14 - 2020-07-14,1,여,연령 무관,시급,10000,주1일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대풍식당,2020-07-14 - 2020-07-14,1,여,연령 무관,시급,10000,주1일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-07-14 - 2020-07-18,1,여,30 - 60,일급,90000,주2일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
태영테트링,2020-07-14 - 2020-07-28,1,성별무관,연령 무관,일급,90000,"주말(토, 일)",기타,22:00~08:30,주방보조 및 홀서빙,무관,2020-08-13
청석골,2020-07-14 - 2020-07-14,1,여,45 - 55,시급,8590,주1일,기타,10:00~14:30,주방보조 및 홀서빙,자투리시간,2020-08-13
주왕산삼계탕 죽도점,2020-07-14 - 2020-07-16,2,여,35 - 55,시급,10000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
남부숯불뒷고기,2020-07-14 - 2020-07-31,1,여,45 - 60,시급,9000,주1일,기타,16:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다속으로,2020-07-14 - 2020-07-14,1,여,30 - 55,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
황제조개,2020-07-14 - 2020-07-18,1,여,연령 무관,일급,협의가능,주1일,기타,13:00~01:00,주방보조 및 홀서빙,무관,2020-08-13
황제코다리,2020-07-13 - 2020-07-13,1,여,40 - 60,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
황제코다리,2020-07-13 - 2020-07-17,1,여,40 - 60,일급,90000,주1일,기타,16:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
팔공숯불구이,2020-07-13 - 2020-07-13,1,여,연령 무관,일급,50000,주1일,기타,17:00~22:30,주방보조 및 홀서빙,자투리시간,2020-08-13
별난매운탕,2020-07-13 - 2020-07-13,1,여,연령 무관,시급,8590,주2일,기타,10:30~20:30,주방보조 및 홀서빙,자투리시간,2020-08-13
대련숯불갈비,2020-07-13 - 2020-07-20,1,여,40 - 63,일급,90000,주2일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대련숯불갈비,2020-07-13 - 2020-07-18,1,여,40 - 63,일급,50000,주2일,기타,16:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고향숯불갈비,2020-07-13 - 2020-08-02,1,여,35 - 55,시급,9000,주5일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고향숯불갈비,2020-07-13 - 2020-08-02,1,여,35 - 55,시급,10000,주5일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다속으로,2020-07-13 - 2020-07-14,1,여,30 - 55,일급,90000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대풍식당,2020-07-13 - 2020-07-13,1,여,연령 무관,시급,10000,주1일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
별난매운탕,2020-07-13 - 2020-07-15,1,여,연령 무관,시급,8590,주2일,기타,10:30~20:30,주방보조 및 홀서빙,자투리시간,2020-08-13
팔공숯불구이,2020-07-13 - 2020-07-13,1,여,연령 무관,일급,50000,주1일,기타,17:00~22:30,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-07-13 - 2020-07-15,1,여,30 - 60,일급,90000,주2일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
동네숯불갈비,2020-07-13 - 2020-07-14,1,여,연령 무관,일급,50000,주1일,기타,16:30~22:00,주방보조 및 홀서빙,무관,2020-08-13
호호짜글이삼겹살,2020-07-13 - 2020-07-13,1,여,연령 무관,일급,40000,주1일,기타,11:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고기는,2020-07-13 - 2020-07-13,1,여,45 - 60,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
스타모텔,2020-07-13 - 2020-07-13,1,여,연령 무관,시급,협의가능,월~금,기타,09:00~12:00,경비 및 청소,자투리시간,2020-08-13
남부숯불뒷고기,2020-07-13 - 2020-07-14,1,여,50 - 60,시급,9000,주1일,기타,16:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
별난매운탕,2020-07-13 - 2020-07-16,1,여,연령 무관,시급,8590,주2일,기타,10:30~20:30,주방보조 및 홀서빙,자투리시간,2020-08-13
별난매운탕,2020-07-13 - 2020-07-13,1,여,연령 무관,시급,8590,주2일,기타,10:30~20:30,주방보조 및 홀서빙,자투리시간,2020-08-13
해도그린마트,2020-07-12 - 2020-07-31,1,성별무관,연령 무관,시급,8590,주6일,기타,10:30~19:30,서비스 및 판매직,무관,2020-08-13
양학돈 고기쟁이,2020-07-10 - 2020-07-10,1,여,20 - 60,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
강변횟집,2020-07-10 - 2020-07-10,1,여,45 - 55,일급,100000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대왕갈비,2020-07-10 - 2020-07-10,1,여,20 - 53,시급,10000,주1일,기타,18:00~22:00,서비스 및 판매직,자투리시간,2020-08-13
명천회식당,2020-07-10 - 2020-07-10,1,여,30 - 50,일급,90000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
솔마루화로구이,2020-07-10 - 2020-07-10,1,남,연령 무관,일급,100000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
죽천해녀횟집,2020-07-10 - 2020-07-10,1,성별무관,연령 무관,일급,100000,"주말(토, 일)",기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
김치찌개 3겹살,2020-07-10 - 2020-07-20,1,여,45 - 55,시급,9000,주6일,기타,17:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
어웨이횟집,2020-07-10 - 2020-07-10,1,여,연령 무관,시급,10000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
신항만반점,2020-07-09 - 2020-07-10,1,여,30 - 55,일급,100000,주2일,기타,09:30~18:30,주방보조 및 홀서빙,자투리시간,2020-08-13
신항만반점,2020-07-09 - 2020-07-20,1,여,30 - 55,일급,100000,주6일,기타,09:30~18:30,주방보조 및 홀서빙,자투리시간,2020-08-13
벌집삼겹살,2020-07-09 - 2020-07-10,1,여,50 - 55,일급,60000,주1일,기타,16:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
장가네한우숯불갈비,2020-07-09 - 2020-07-20,1,여,연령 무관,일급,100000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
미남장어,2020-07-09 - 2020-07-13,1,여,연령 무관,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다속으로,2020-07-09 - 2020-07-10,1,여,30 - 55,일급,90000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
황금코다리,2020-07-09 - 2020-07-09,1,여,연령 무관,일급,90000,주1일,기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
돈통마늘보쌈,2020-07-09 - 2020-07-10,1,여,30 - 60,일급,90000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-07-09 - 2020-07-10,1,여,30 - 60,일급,90000,주2일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대련숯불갈비,2020-07-09 - 2020-07-09,1,여,연령 무관,일급,45000,주1일,기타,10:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다속으로,2020-07-09 - 2020-07-10,1,여,30 - 55,일급,90000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
사마르호프,2020-07-09 - 2020-07-23,1,여,45 - 55,시급,10000,주6일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
조치조치해물퓨전포차,2020-07-09 - 2020-07-10,1,여,연령 무관,일급,100000,주2일,기타,20:00~05:30,주방보조 및 홀서빙,자투리시간,2020-08-13
부엌스시,2020-07-09 - 2020-08-01,1,성별무관,25 - 45,시급,8590,주6일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
부엌스시,2020-07-09 - 2020-08-08,1,성별무관,연령 무관,월급,2300000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,일반직,2020-08-13
미남장어,2020-07-09 - 2020-07-13,1,여,연령 무관,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
신항만반점,2020-07-09 - 2020-07-10,1,여,30 - 55,일급,100000,주2일,기타,09:30~18:30,주방보조 및 홀서빙,자투리시간,2020-08-13
황장군,2020-07-08 - 2020-07-08,1,여,0 - 50,시급,8600,주2일,기타,16:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
수제갈비,2020-07-08 - 2020-07-12,1,성별무관,45 - 55,시급,9000,주3일,기타,16:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
청석골,2020-07-08 - 2020-07-09,1,여,45 - 55,시급,8590,주1일,기타,09:30~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
(주)금성출판사 동포항지점,2020-07-08 - 2020-07-31,2,여,35 - 50,협의가능,협의가능,월~금,오전 타임,10:30~14:30,서비스 및 판매직,일반직,2020-08-13
조개일번지,2020-07-08 - 2020-07-31,1,여,연령 무관,일급,90000,무관,기타,16:00~04:00,주방보조 및 홀서빙,자투리시간,2020-08-13
풍천장어,2020-07-08 - 2020-07-12,1,여,연령 무관,일급,80000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
시골태화강,2020-07-08 - 2020-07-08,1,여,연령 무관,일급,100000,주1일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
솔향기오리촌,2020-07-08 - 2020-07-08,1,여,연령 무관,일급,50000,주5일,기타,09:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
깡통갈비,2020-07-08 - 2020-07-08,1,여,연령 무관,일급,55000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
유림콩국수,2020-07-08 - 2020-07-11,1,여,연령 무관,시급,9000,주1일,기타,10:00~18:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다이야기회식당,2020-07-08 - 2020-07-10,1,여,연령 무관,시급,8590,주2일,기타,10:00~21:30,주방보조 및 홀서빙,무관,2020-08-13
운수대통,2020-07-08 - 2020-07-09,1,여,연령 무관,일급,90000,주1일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
별난매운탕,2020-07-08 - 2020-07-12,1,여,30 - 60,일급,90000,주1일,기타,10:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
명천회식당,2020-07-08 - 2020-07-08,1,여,30 - 50,일급,90000,주2일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
동원해물촌,2020-07-08 - 2020-07-12,1,여,40 - 60,시급,8590,"주말(토, 일)",기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
김해본가뒷고기,2020-07-08 - 2020-07-09,1,여,50 - 60,시급,10000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,무관,2020-08-13
황제조개,2020-07-08 - 2020-07-11,1,여,연령 무관,일급,협의가능,주1일,기타,13:00~01:00,주방보조 및 홀서빙,무관,2020-08-13
대풍식당,2020-07-07 - 2020-07-10,1,여,연령 무관,시급,10000,주1일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
원조산호숯불아나고,2020-07-07 - 2020-07-07,1,여,30 - 60,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
수제갈비,2020-07-07 - 2020-07-12,1,성별무관,45 - 55,시급,9000,주3일,기타,16:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
별난매운탕,2020-07-07 - 2020-07-12,1,여,30 - 60,일급,90000,주1일,기타,10:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
